feature_1,feature_2,feature_3,feature_4,feature_5,target
0.6102197047520311,0.696853208037012,0.9654979922550149,0.28541766239947675,0.4122136485156768,0.526386990146019
0.13552786899226626,0.29525404896809837,0.5613864223326064,0.4325874695256773,0.24105078267708144,0.2938420992139511
0.28893254108254174,0.9246959725845383,0.9388676789414311,0.6855416318648117,0.6738904909289226,0.5288604384078739
0.3635162663502875,0.9715362278968471,0.052360955816923946,0.33216671731109393,0.8279227305292848,0.8000950817310013
0.4536674416767172,0.9446421523168697,0.4197011568302558,0.055993616892132725,0.6746003980808019,0.7278731911386205
0.7843987481555792,0.47279471844704885,0.26071733027792754,0.37367708957165263,0.8262045735475648,0.6116010892969386
0.19600499625190657,0.862104295794906,0.7324138872425937,0.9448304308359523,0.3978691140424541,0.560436347092298
0.512119147999806,0.8445442354266313,0.9834399554161402,0.6417842014714789,0.1566436075989845,0.5807843592473416
0.5906853803902663,0.31708858515781635,0.2570816367588453,0.6715615795413851,0.7396075172476315,0.5013306222974252
0.04202491484382645,0.8288506040278347,0.6555992398138217,0.6323215897450718,0.36126795766649117,0.4649858544426032
0.6058903861454145,0.033918415004354156,0.19852091346722792,0.19855630386047993,0.6727749278991286,0.3977576065572185
0.1667113786996675,0.5953165190976556,0.5665598272295607,0.4181386226075804,0.2712319927737538,0.43368300812854366
0.06071795926670521,0.22765670222009607,0.464939431509915,0.7511093887785939,0.08138458103412717,0.25458113204771
0.9489168233725249,0.1177967844962941,0.97412779366133,0.10082998494708643,0.9948205905362244,0.3592518206072095
0.9657460237699864,0.07401653673926795,0.6098516882576056,0.27750344238445435,0.15652788080974592,0.43517580939220213
0.8077348164798263,0.6957173954262623,0.35026208417566607,0.2759680924968991,0.9906502751470225,0.7561103917485479
0.3014632419670584,0.3379424148667301,0.11433463205182991,0.4318386971003258,0.9794837391983734,0.4691612390463415
0.0934995806395744,0.7243041504679805,0.15156724432665036,0.9807899895231836,0.7956024165925726,0.552047336931333
0.6829572944954867,0.062375386713300625,0.22579997305160204,0.06692248205030073,0.6608999740655217,0.44513233280212927
0.4376713407652717,0.3132638985803855,0.2515060207119387,0.5186158445230742,0.5790974436814502,0.4848847857948743
0.11798603648536149,0.5383210917311813,0.8524720009060058,0.17890731776458724,0.8680511374908737,0.3721150933699844
0.49296750181040533,0.7905124357042626,0.5624433426321638,0.9710871627245995,0.29007054937269705,0.6107373290904762
0.029903454142059926,0.31673928592448214,0.5245284024665218,0.1127736786774454,0.46871979809923875,0.2711235979003405
0.9091562910370847,0.625051143556333,0.1150091968555697,0.40338960054762296,0.6207754440626078,0.75449789345283
0.25540309874181283,0.8861308027966773,0.8620165464048469,0.7380402555638406,0.4120998928046391,0.5366498014953727
0.6611393312357083,0.614984656972569,0.7243896461308401,0.7046731388235941,0.42843313253251236,0.5513795306014033
0.3085955997837271,0.23061860837003384,0.06780527351892605,0.42253821597874214,0.3310090895684508,0.45310378647307314
0.5179815406114859,0.0212634154206992,0.7093775519703907,0.346250159166451,0.5654911697161589,0.22517149069805817
0.5447553747612712,0.8701912859665906,0.5447199436406651,0.3973944078811725,0.8524886168855875,0.6600220015880411
0.1811124825987954,0.01812008579807553,0.0818931207265543,0.2639120375208172,0.2019583928680457,0.27105491269156445
0.9697181388224756,0.8748116631496586,0.4592952211322541,0.20490405876361228,0.9365388739830841,0.8118877534945681
0.7743060108831066,0.5277266263386431,0.4857488207260504,0.48291543120436314,0.6906324954197944,0.6229024596985986
0.939483870855836,0.9394235071834817,0.1661268526402016,0.26817420042845236,0.8251248758316331,0.9010251439178782
0.8945916637137655,0.798603288594893,0.9477628512660046,0.2871228710798754,0.5574316592599738,0.6680702365608258
0.5961978806936228,0.9985147340120265,0.8518299078615249,0.6568223447532582,0.781268313291074,0.6580209272103508
0.9217721225896581,0.34882065321975125,0.6704795751962163,0.9689456025339931,0.016206651211020884,0.5239342318734097
0.08427463407154048,0.7668876785138852,0.46329891180594907,0.6036452163225913,0.8202209003455507,0.5380509196185066
0.19229584846330133,0.4002353605766265,0.41265794922878,0.07640979756456565,0.04019984935568906,0.39022637331894583
0.0407957504908749,0.4784777433768486,0.6523910771149967,0.07501241325713282,0.8919174153275851,0.30328326095128744
0.3222821147786928,0.6266713946442579,0.5466177533868016,0.9518127193935847,0.9942001268046817,0.5004266606880521
0.3859419202520163,0.8737831917936132,0.06239817173537502,0.29696277795302783,0.29470907192988777,0.7530448151003709
0.26803422267604204,0.9846111961421372,0.5136162337115332,0.09151386592113628,0.21076867029627971,0.6685699051005789
0.8281754298377956,0.7679769476127742,0.8081624879439583,0.5990475653248201,0.7670826134648048,0.6436301639179407
0.3538602969396302,0.4161317073875766,0.4602365193770522,0.6236787445401487,0.253574108253459,0.44107552950057616
0.2776670396207673,0.419735638790686,0.05205899255036328,0.6485620506963551,0.8675107424659493,0.4633080827159516
0.5407213539873855,0.7371686239040073,0.7879928829466052,0.2670412308377556,0.10304695741045948,0.5548864860575896
0.13696529734058596,0.2364584974637034,0.2017942339655103,0.014473151504521784,0.12621240966972558,0.3317997697627756
0.8015038278602363,0.10766546686919334,0.25917699967987484,0.9654197770856635,0.9813596412839376,0.4844777545762886
0.07026392216125991,0.35274592927005843,0.1650563206100527,0.2505141401444533,0.6753488729576569,0.38262287279985197
0.9871058971838422,0.28510542241595244,0.33092842117603327,0.6761137066355305,0.8487928821094165,0.5776760395903164
0.7714036938175957,0.29420918683401764,0.758401360763659,0.7067508572049398,0.32504018237181337,0.4193095272749351
0.19504216393298382,0.23126936047732247,0.5205145571477645,0.6100224202654162,0.6779997717828365,0.2829726698161988
0.0008944899554603333,0.03902339200335584,0.20531944894746007,0.31259651154598833,0.595569799616012,0.2010909511825386
0.8148337836253926,0.01471164212820645,0.8797457720239265,0.2707395089013661,0.6044984616534561,0.27835441575363185
0.7056933447330309,0.9882640139624704,0.8815013950055036,0.5976697512234385,0.6840623124548658,0.7059459152153318
0.7279525584872476,0.42617627388938356,0.8724781972672011,0.8663915372372586,0.5766439693753298,0.4676666030417962
0.7704244589040623,0.3825638622430795,0.2393088494456152,0.9471180836176265,0.4300126511478527,0.5912892552385058
0.06975543131372604,0.6790123472534065,0.4522184200769272,0.10536786389497392,0.2765228152837798,0.4670773939263122
0.35558115569203896,0.21585685985073227,0.9871406284167358,0.15434433499664826,0.7703079385503118,0.2468838715566936
0.11178639395418465,0.9503585955783227,0.7736958382061337,0.945118422473569,0.22675902328301603,0.5114074708391829
0.862711066759041,0.7861175648283297,0.02721540941962388,0.7366890185304854,0.6939066171776291,0.8405621819758707
0.6217214605073678,0.08652191460553413,0.06533609345139615,0.8833082639014708,0.2338355598431408,0.4661299314318324
0.3278773055924782,0.41594499063421897,0.46493831919707984,0.2022007922568056,0.6267292271936488,0.41154657183934756
0.05921734200945362,0.8792451654548796,0.9112048195564485,0.5875762803401491,0.7487557070173276,0.4460829513400091
0.3078632463691817,0.9451094633975322,0.5398729054609213,0.7012545595189734,0.21918319923293744,0.636342185600768
0.3221343800219152,0.4659559948568221,0.4988938394622604,0.680203785478262,0.06004957490274147,0.431994545688631
0.7285545270684519,0.6125234944149068,0.10569361656462492,0.40794528065452645,0.1312424314232393,0.7521438422738951
0.6360512265165761,0.16444130565657553,0.6582104636786402,0.014757670725512267,0.6073518182490665,0.3672725896194522
0.8869394502091612,0.9917234117732678,0.823896501058015,0.582911354734285,0.8513579155936151,0.7996477458263829
0.4698921163470288,0.22932591690626236,0.38124359323812557,0.2527250561059662,0.04506891946064693,0.3761320207883728
0.11552997764682266,0.9431015761582802,0.7773031155692299,0.4500940177755808,0.7357991407287093,0.512613797251728
0.7121123332628834,0.6488971391039333,0.9665825880520512,0.9579772680508096,0.3420682977179234,0.48979805149382727
0.7598873779341158,0.606827228423584,0.2042021862486967,0.3988189077774823,0.4795917580605108,0.6978309029135448
0.5593942334586057,0.511415948737916,0.5244669877408006,0.8400686686516344,0.9309526410353183,0.5415120653725194
0.7701197949474482,0.22832020095619576,0.2877567347619524,0.18809330647473252,0.3326997838334809,0.5230806259560112
0.49157936628007326,0.1739716501261103,0.7945835412727523,0.6725440053308748,0.46637015925264513,0.2776979032473744
0.5206595092902919,0.2180977064414773,0.5788498632929271,0.9774245155121001,0.013682911148734437,0.3620526643873293
0.42499758210190064,0.1839197281038947,0.6359640395041106,0.10135075887234998,0.08175451016265069,0.29161954325462536
0.020889763342091493,0.7793312050168758,0.7996543909661996,0.007674960824614335,0.2591520836697268,0.4214334354115995
0.10376936292819382,0.3482318568366554,0.3968282008251869,0.4334042775253531,0.027885137171078506,0.34787424352544755
0.02692950368096454,0.0548330272859586,0.9170875699082965,0.09207297549941017,0.632788205816148,0.023700029687218294
0.6348985015314371,0.9695731442462718,0.5341875193293858,0.748551137047035,0.42734254725914494,0.7694817440910593
0.3112535669508422,0.8839305686498616,0.15828996642595516,0.9148977150873958,0.5493677729736117,0.7260548901791231
0.5064274296564588,0.9280648775295417,0.6974153664036127,0.4338429382365604,0.17501573567035822,0.659316826269613
0.9073937009000519,0.995476888527044,0.7949913661313331,0.2583413127440545,0.29657790260891104,0.8121665143302107
0.24586848988833604,0.17132881256459848,0.3174454952601178,0.4342257039259968,0.6653115510985549,0.36019769711541705
0.407754749469287,0.3945247395964707,0.8590496101523107,0.7235872526043983,0.9674791438207317,0.34225092739600793
0.7546276195682224,0.7579036853449415,0.9081211127402936,0.008409985535188853,0.05050126479892699,0.619859857959921
0.2252732138420436,0.6954482134890505,0.27750079555820023,0.5894464478346115,0.8923894366563287,0.5550072504499355
0.07270518553224199,0.15125309084213603,0.985669221463521,0.6133102905517197,0.5781694777451977,0.09597975264929157
0.28652752637775425,0.8157182924916931,0.1410088124488686,0.6377336128895353,0.5651782058133578,0.6825885315140066
0.15736259909395703,0.22206717118676525,0.20244755150642282,0.2416334439663379,0.501391656106565,0.3420824407675405
0.9296341767929752,0.22144183505776616,0.18461766099093682,0.7141818527533726,0.0695219696022552,0.5702203272634756
0.8074564800854006,0.5357946101545132,0.8959408837917081,0.09083762522194883,0.09005157022463668,0.5312987760619665
0.6318769980533131,0.5919738581773697,0.6557174496363144,0.1988348065197294,0.6022552296374698,0.5793860861400512
0.8711095039285045,0.5790710419208696,0.1524265814317355,0.8777784267526785,0.34170739987641635,0.751953320855557
0.8029862089443747,0.08860567744559075,0.44127852737629436,0.7388793408310487,0.9193346533054004,0.4379574343459578
0.18283655867206952,0.8775813906288229,0.6166373064212141,0.013106523904598768,0.4074894363226942,0.5553840269669926
0.8923121092482486,0.2633838327408517,0.08363567752613003,0.24799459418811362,0.14357828929230554,0.6302787959729914
0.5373509493979426,0.12677899315448898,0.8843421318882289,0.21398755572415165,0.7163222820503004,0.2564396698839976
0.8067728963153381,0.8889117145133053,0.8053562583235263,0.27044926515782797,0.2939933985069879,0.7013845521498266
0.8958618553756459,0.9560706415528684,0.5063043397736138,0.2471772084989086,0.526641030405606,0.8522631713868455
0.31491907443203765,0.8621895865629973,0.9692383676367478,0.061940772712620495,0.699397623324533,0.4941893016498311
0.10594053033851782,0.8093771169838242,0.41866655043715895,0.45878981610713965,0.9022918176002198,0.5395205385841125
0.22440594884888784,0.6545138397005064,0.9862593606493757,0.7328830948788455,0.793971787483372,0.3820197554518786
0.4245622128126634,0.5497305777863422,0.6693748163882574,0.6067431348312722,0.6778768096177004,0.4723470306301917
0.8173997310560852,0.08408841385902655,0.6360530902983649,0.6729556269125521,0.6811564059811512,0.36011319699002164
0.8603265055721937,0.40678256914077,0.16630760375847828,0.08058408274798075,0.9480567553481253,0.6732947287952367
0.0023315656556110974,0.3708812852896986,0.8838524489985067,0.9518802827531352,0.2964697238774634,0.20808938830912654
0.5086147905255932,0.2575152466546771,0.428416619329568,0.8387574591543622,0.0010838479655055006,0.40176914170731604
0.4148175385982036,0.7229523496504501,0.16257794338327178,0.8053193060402467,0.27254560697746166,0.6423582199480303
0.21854981770121953,0.4945389636719774,0.012623540608991143,0.8232324197613363,0.21835880924767306,0.5299722948863494
0.11580243800770151,0.07812518251600925,0.5609730168290209,0.9330794809053303,0.6633171113850049,0.16569716497088882
0.3346276255765704,0.21779354211643098,0.5285459146965523,0.5441968450389574,0.6351298215312194,0.31733642761888203
0.9429114776627124,0.6826376207099552,0.7209213670583021,0.1998475976231176,0.5947875704894944,0.6759821349336598
0.32014420962258167,0.07319105402012299,0.8922010336161375,0.616806043770024,0.01624979550737787,0.12451848081427165
0.5166978325868719,0.8512271764422633,0.0795692685761448,0.7430422450145441,0.7304136500571645,0.7730784403405601
0.7018360034565756,0.49380697071227175,0.7330908957783587,0.73807269963182,0.3242393906357075,0.5086254587524905
0.36077053193674763,0.47919141559253314,0.18781176342325992,0.5213668885939895,0.6665458811664713,0.538339637264064
0.9719264461734866,0.5914396756776539,0.8600495970611153,0.06787970351566157,0.557820281708101,0.6036669632088967
0.9625455574266649,0.8245999239290521,0.8208501805041253,0.370865900804544,0.3434838064380537,0.7580234223366851
0.2483708540574754,0.3459069604157257,0.5419694555718607,0.921122480099476,0.13485319287099146,0.31553753835947845
0.49504932841551125,0.67737498772312,0.7117905396869272,0.5844358780886473,0.09460400174681113,0.560994915130425
0.29770933459682936,0.5646619782509704,0.3150286365729042,0.5382683263771174,0.8333888491126297,0.5151710383321586
0.2815923144842745,0.2648175148192756,0.4721907297468257,0.2684943094825312,0.9204667114072004,0.34806141610531627
0.03241421915872713,0.8787549793161625,0.8234292144465314,0.36819896015743586,0.6512430280688046,0.46451546837595337
0.6079198416780985,0.7972408911354769,0.4602618945446943,0.8956740772921608,0.10363983265745563,0.7102287060225978
0.5005066650125567,0.6577359523694634,0.3585721830049019,0.6665399762930502,0.40291568160837404,0.6102526785119977
0.04707808642616111,0.8505996038641196,0.4952858744239666,0.7875965957445873,0.7305751641786584,0.5149376493531632
0.27536769438337794,0.8673759017898465,0.8300560871874009,0.45418968226877954,0.7815731914046152,0.555380480576871
0.9080965670707808,0.7078377084526213,0.3359323662134809,0.6302844234659404,0.11845814554736368,0.7721602526414614
0.2360900969639183,0.8369793844936527,0.1741314418993096,0.24800195062187355,0.0,0.6651200285567492
0.14095555397360754,0.6969045979744167,0.7135656502695138,0.7055805353026245,0.7137345910521912,0.45698692977957617
0.4872150825768572,0.679507720988755,0.8277800611881346,0.42741625759742624,0.35738076053234563,0.49492342435575243
0.9858633081769899,0.6177433425290193,0.10084677677634746,0.4423768308220721,0.2550324258549194,0.8209880410524849
0.23859579166851239,0.7523607609328568,0.24038911744855512,0.6493804518664896,0.012896171364636787,0.5972928355086933
0.6708000705390806,0.15598027454459712,0.14227204161713078,0.936653510260824,0.5415040372321263,0.48173654483394235
0.7607260662536429,0.8810043098229464,0.3486936876607502,0.06342244703044088,0.8530661418213196,0.8075941203367961
0.2341562466727114,0.8719426027618992,0.4513281043162145,0.8249937819691497,0.959790526190128,0.5880738441765161
0.7271578335016103,0.02612842601558951,0.7504587916240705,0.29204971487603376,0.5670077634955489,0.28360743631696783
0.36494457498398086,0.8257400462070071,0.6525655771367126,0.44375227757353175,0.5156068782490864,0.6048866716165566
0.6307736498977715,0.12613147584101297,0.6222802111875183,0.02128325781348608,0.08522008175893198,0.3573235370868467
0.6320035743439425,0.33316814145397905,0.3531369569095256,0.3007221846149349,0.5500970354764949,0.5044943383260061
0.5337657727451761,0.7431172102284515,0.8432833658803007,0.5025284660329153,0.3808171295995158,0.5562299605416909
0.08608077809741435,0.1581432945914347,0.47231026007672094,0.055583588830229576,0.6084927346682846,0.21762875172555893
0.834772838247264,0.8178603411252052,0.9812429898678998,0.4909802996042208,0.38958439954516805,0.6714288369383481
0.3177093769543245,0.8320816002823901,0.6355227935772008,0.9274734591830097,0.2408177894128143,0.5724652242640298
0.18278475560751217,0.5061752329808706,0.12653030675732993,0.10485471534856795,0.09515162863225898,0.5031697996854356
0.036321615671912784,0.003179705422133146,0.6776505098761754,0.7646251275169157,0.3156077310766324,0.10272008294563748
0.5891562399857492,0.2849037968446694,0.32580614997167195,0.40946630973638964,0.09683502808102176,0.46329875607272897
0.6762556958260778,0.6160524496235457,0.6878224289142035,0.6552382601413137,0.17727064478946164,0.5986926902571299
0.01201485110339073,0.981702840019363,0.06978239120939211,0.25986794128166524,0.9895629592368614,0.6599799919595116
0.5099671924231932,0.6309959112295169,0.17525374465692056,0.1590131004482832,0.4450882311221835,0.6759845355355928
0.22295945291801347,0.25756523413778143,0.8576044460240142,0.1599845165466382,0.5330571267868291,0.21525673705068538
0.6437041547364556,0.6331964593811574,0.22766668968762396,0.06991516004953123,0.8755853087799995,0.6771019636764711
0.170572659702577,0.5388170660246635,0.8388672633334352,0.1851962313376787,0.997814525692746,0.3122886757115557
0.6896951181073657,0.7795931230784406,0.27987760369633224,0.66429385270562,0.5840160637698025,0.7451631320638257
0.3839903863429551,0.10415865075015665,0.6442817542880016,0.8820036214347489,0.8143007908878538,0.23340559368994557
0.9367012432230575,0.760703765152443,0.6956629826590051,0.8143645839337661,0.3276578010084635,0.7130938527824222
0.13354520900165096,0.5401031579703833,0.5137686720449653,0.6852317189496836,0.3064122660463058,0.40605843015434595
0.3380958492874179,0.9634391810694791,0.3059693531974482,0.10989888748828155,0.40359373257258796,0.7375449689649123
0.10937902501678425,0.33994724458787406,0.21309959575064796,0.28885054546982697,0.6740141925149871,0.3804348133810995
0.9246054297071392,0.631807364551661,0.033250564447830734,0.30949259172863053,0.6837207629852479,0.8198014515351246
0.8770173000982113,0.9323570294989016,0.3046020823530873,0.2495770140536182,0.3159294550957911,0.8605174856777335
0.25456060454583673,0.09967066520306692,0.6545852073499285,0.5149164564789244,0.13348372569719047,0.1905573643801884
0.6585885575218228,0.9375772718348028,0.9403532900024456,0.5354871507016234,0.6338114706379729,0.689257988762583
0.8166032511540254,0.6872822500191023,0.8731056290486631,0.3566233321409191,0.12858849611603276,0.5963923518441672
0.5532878385283655,0.06486557905048995,0.7677350797265073,0.3535231188412515,0.5797844689910319,0.2816093120139445
0.5276114223965208,0.29888241278979755,0.7901667893645588,0.8288103242659528,0.6949768807036373,0.348891764076848
0.23839180861339418,0.7076460913684217,0.6664332767972461,0.7895045077873372,0.7021826878646429,0.4844388774829074
0.088907668175364,0.06437726359948165,0.2608466802591113,0.30747934219453643,0.7551641703665317,0.24587985360467982
0.896991866676196,0.5811632541599512,0.9091751979481723,0.914136661234895,0.8748244658748292,0.5947394839860036
0.9002099808245588,0.3439734533657663,0.672193304174525,0.953206042196919,0.5010713822132048,0.5177544676948401
0.6315732058751523,0.6200562817460702,0.561659468034013,0.3264468349887986,0.7318881489544145,0.5855723546916352
0.3360492314902649,0.042686171362153524,0.11122149618446679,0.3541596062892179,0.6205577133463636,0.33115076579159497
0.3462792891351321,0.8716347097785395,0.44802543379576465,0.5055346706856367,0.1870359115575869,0.6531715204027027
0.72488599917159,0.9739762350082461,0.4613573685148559,0.9414990104796447,0.02571759634385415,0.8265703805552285
0.8968858476609286,0.9693475109607808,0.8664501756803177,0.8766265511447905,0.2851612136160102,0.768512604895018
0.8868125080598361,0.749284248409851,0.5478367747742302,0.10202636083163208,0.4440159342904299,0.7464344974772438
0.7790721558829541,0.12735249390762973,0.3812240919780204,0.39250741798592415,0.6184861965962168,0.4737112559051475
0.6405474975640068,0.7579284999780833,0.9789333203878411,0.55332406926062,0.8518720126961429,0.5669323770019394
0.07990060148887862,0.021450261184741037,0.11095202995632779,0.5030302457480921,0.1966636525187701,0.24623806313330865
0.157772038060838,0.01897748849769499,0.42346451074504127,0.19342160681451048,0.1258060762081956,0.1665323578383746
0.8983369072497124,0.32161555408867093,0.04210528379064677,0.859104690686963,0.9656521998027642,0.6160418397399072
0.6047690834298817,0.487278797420691,0.7415169859068508,0.6770292046795935,0.10826081916777335,0.48393150827978426
0.004587573552824585,0.7701191014614117,0.9200806107917372,0.8381733601731822,0.4795543729604333,0.3786389062765019
0.09731777343390655,0.6826743734841845,0.2806405161650826,0.8590521412905632,0.5868718582275225,0.5114170158355271
0.6621236532926055,0.4443750845941225,0.86021458214895,0.7485226097795729,0.5425815094475767,0.45126792527075277
0.00043168227930359335,0.27144111065246207,0.2928481613300537,0.4390382592258417,0.08619808444935062,0.2905109107744529
0.15694732244275736,0.9977020316796293,0.9127581784048624,0.6105623497953978,0.05712651959176174,0.5555009084669917
0.5467888781312916,0.42457836307735514,0.7556056338517946,0.15988720176856794,0.10569383110594993,0.42784577392258777
0.6906573062265056,0.4498803475281662,0.8066623611060736,0.6737302245062894,0.5868958680812287,0.45987615008834926
0.6505261494976403,0.16101815725857924,0.018034430297584787,0.17879576926936444,0.5455587682838696,0.5249606495554517
0.22072199151280855,0.7946144257917092,0.9649126327220752,0.6940566689728807,0.23424446207141147,0.44580117745725545
0.7110415049626686,0.6931008907385349,0.7282548026967997,0.2291958970746344,0.6392016528014426,0.6201954595490136
0.2337658717381621,0.21838219249802762,0.30540854327621064,0.11702613346179885,0.8219118352018019,0.32936564070521
0.32235182475389323,0.07946511002912193,0.831204014464085,0.16481168148270248,0.041643242973841296,0.16414907646459265
0.7455231435641102,0.6798676205546824,0.2821276429958635,0.0013402129123206382,0.4992381515927495,0.7235577838860303
0.6481862901551535,0.653780282496484,0.874658388103783,0.7188738882334521,0.6908557631215243,0.5389232288166835
0.8487625032585135,0.27107256923925577,0.11281591039220332,0.7325503045168161,0.25285806086261675,0.6089946419707899
0.6562056935611528,0.9512644201222559,0.7052193224391783,0.5148440673666144,0.30844384860206087,0.7179834433401397
0.5664603646644835,0.1484042377136716,0.5418739680391382,0.16088569073609993,0.6150102253199657,0.32353164456022737
0.08948249308820586,0.43075536251203145,0.0967347599277937,0.08299187991571673,0.8999576748924876,0.4345925991077582
0.3648769128085685,0.9439890988042382,0.2424132674168413,0.01849584133834475,0.8117455608240011,0.7492500871161839
0.2618572025467381,0.418099729561182,0.012419610143951657,0.16527587691810694,0.5844327842014582,0.5050730187489358
0.24053971666334667,0.6377339670652863,0.46978552701069537,0.8911785974810538,0.7318606143666158,0.4947019651764019
0.9731609851612985,0.395882283483686,0.30191505518948425,0.24114767343443752,0.36562586455574136,0.6704843425058253
0.39038418607710157,0.2720318943785035,0.5996595711820953,0.3540058162075068,0.6424003363067227,0.3306594381566399
0.8917971351726808,0.9845049707642011,0.2978787595059836,0.10480692936358901,0.46721674778840083,0.884371276139913
0.6296006809216976,0.4076667261940744,0.3005659503458092,0.22195110303849183,0.19033964512341642,0.5499135665766813
0.7940816755959547,0.8942832746271412,0.7448132853353314,0.5191399952280654,0.7033120417762215,0.7216724614601117
0.5004645278119474,0.22760226371010833,0.048236877564922134,0.6077652130878692,0.5577062303660405,0.4710271309515751
0.5750980947819418,0.21068801092947426,0.9048657213231219,0.24496733105011206,0.3594107976840521,0.2959923186962795
0.4902951526597026,0.02802243168175573,0.8541234353841453,0.05714137755756087,0.9133922201563139,0.20538299801162138
0.19155231988273005,0.6509250306776646,0.6692592476254097,0.39080768146182543,0.02095119556888488,0.4419699281897359
0.7213651327941653,0.3667032163799071,0.5945123806343822,0.23380615865303309,0.3164643920635007,0.4971700923579432
0.27750409159063627,0.8644287380738217,0.8942499674994621,0.21914064213320983,0.05698067063621521,0.54566369016896
0.019781154940061732,0.4717865729534701,0.18572542815474577,0.9602615585490178,0.7682492272592466,0.41237045844685605
0.6440051393779619,0.9686604697153997,0.0791308857239652,0.6163223919119064,0.7036820661604244,0.8794637418123592
0.1733304629140705,0.18300349582238198,0.24002437553319317,0.5568351697519017,0.3320790818079028,0.3085640375177845
0.9404482529554611,0.8687099442004779,0.7963111858266381,0.4155770553513713,0.6771770475639987,0.7377606105106801
0.9539847687778548,0.7763321743160989,0.03473472808652898,0.42876073044634244,0.3968117658710001,0.8829873101476754
0.9147276588284882,0.7706354929285442,0.5840747791315386,0.5408442093222572,0.7579522115709507,0.7393643403726569
0.36733187454509814,0.8447789580194333,0.9976114276750673,0.696539606021946,0.45519138557996497,0.5171450977727537
0.01087805207642387,0.7606998386549053,0.8575631905741912,0.7022621653044042,0.4131916353917499,0.4296940653423361
0.9282482762381257,0.6253813450146802,0.5225789092267513,0.17122812946711524,0.936836429540314,0.6856872088145705
0.42564388823502874,0.12851555637454357,0.06376897827441112,0.5000072129739234,0.25142195745808676,0.4055595890579422
0.9667738608901587,0.029419844799572208,0.8331872087314472,0.411755860026157,0.12069195931884363,0.3524240963168337
0.9637240310051051,0.9211340736444176,0.6002819585748226,0.8708277305765888,0.5858489090091069,0.8360620623721721
0.8525672460684525,0.6157747893997151,0.11517368239740197,0.6314574104553535,0.9715074223064044,0.7693827887204391
0.2912481643997061,0.7963487663823495,0.09405169655662296,0.5324340570012956,0.3786723714605763,0.699088648336992
0.3823446810731135,0.48013076356332907,0.9116123258878239,0.1148671098753169,0.06214782446955314,0.32552359325681623
0.8506852131500064,0.11452564249791786,0.6706578914567183,0.6056480996208432,0.34005031539415664,0.3578394268597884
0.3138322636481818,0.12243333083753832,0.8310959120935824,0.11667835793851487,0.5070577013363934,0.18426761037430045
0.16567490811956495,0.6849529530488112,0.8808971164955275,0.3369223464115456,0.16226246198248198,0.4172750626053834
0.5548961934055915,0.4287187078391352,0.5730160689054292,0.14234453918685863,0.6595762100977818,0.4494851525006649
0.9361231878809966,0.1980599898206556,0.5185707910367489,0.6921786677846454,1.0,0.450539122128074
0.6948123244212809,0.49024142518688557,0.4313607917612948,0.20582424212638337,0.4527416100787623,0.5901429554655355
0.5682215866792895,0.06122360097708269,0.317630811971684,0.39163509210596187,0.3555088708786374,0.3689255167903108
0.09300151272403855,0.5809634356811142,0.4355384947232403,0.8960031262926504,0.4015896063395255,0.4160727529798672
